2021-11-14 17:11:53,630 - INFO - Player: Rock
2021-11-14 17:11:53,630 - INFO - AI: Scissors
2021-11-14 17:11:54,764 - INFO - Player: Paper
2021-11-14 17:11:54,764 - INFO - AI: Rock
2021-11-14 17:11:55,383 - INFO - Player: Scissors
2021-11-14 17:11:55,383 - INFO - AI: Scissors
2021-11-14 17:11:56,372 - INFO - Player: Paper
2021-11-14 17:11:56,372 - INFO - AI: Paper
2021-11-14 17:11:57,095 - INFO - Player: Scissors
2021-11-14 17:11:57,096 - INFO - AI: Paper
2021-11-14 17:12:50,717 - INFO - Player: Rock
2021-11-14 17:12:50,718 - INFO - AI: Paper
2021-11-14 17:12:51,182 - INFO - Player: Rock
2021-11-14 17:12:51,182 - INFO - AI: Scissors
2021-11-14 17:12:51,669 - INFO - Player: Rock
2021-11-14 17:12:51,669 - INFO - AI: Rock
2021-11-14 17:12:52,126 - INFO - Player: Rock
2021-11-14 17:12:52,126 - INFO - AI: Rock
2021-11-14 17:12:52,645 - INFO - Player: Rock
2021-11-14 17:12:52,645 - INFO - AI: Rock
2021-11-14 17:12:53,606 - INFO - Player: Rock
2021-11-14 17:12:53,606 - INFO - AI: Paper
2021-11-14 17:12:54,253 - INFO - Player: Rock
2021-11-14 17:12:54,253 - INFO - AI: Paper
2021-11-14 17:12:54,995 - INFO - Player: Rock
2021-11-14 17:12:54,995 - INFO - AI: Paper
2021-11-14 17:12:55,715 - INFO - Player: Rock
2021-11-14 17:12:55,715 - INFO - AI: Rock
2021-11-14 17:12:56,811 - INFO - Player: Scissors
2021-11-14 17:12:56,811 - INFO - AI: Paper
2021-11-14 17:12:57,780 - INFO - Player: Scissors
2021-11-14 17:12:57,780 - INFO - AI: Rock
2021-11-14 17:12:58,652 - INFO - Player: Rock
2021-11-14 17:12:58,652 - INFO - AI: Paper
2021-11-14 17:12:59,283 - INFO - Player: Scissors
2021-11-14 17:12:59,283 - INFO - AI: Scissors
2021-11-14 17:12:59,980 - INFO - Player: Rock
2021-11-14 17:12:59,980 - INFO - AI: Scissors
2021-11-14 17:13:24,427 - INFO - Player: Rock
2021-11-14 17:13:24,428 - INFO - AI: Scissors
2021-11-14 17:13:25,172 - INFO - Player: Rock
2021-11-14 17:13:25,172 - INFO - AI: Scissors
2021-11-14 17:13:25,756 - INFO - Player: Rock
2021-11-14 17:13:25,756 - INFO - AI: Paper
2021-11-14 17:13:27,261 - INFO - Player: Paper
2021-11-14 17:13:27,261 - INFO - AI: Rock
2021-11-14 17:13:55,372 - INFO - Player: Spock
2021-11-14 17:13:55,372 - INFO - AI: Lizard
2021-11-14 17:13:56,683 - INFO - Player: Spock
2021-11-14 17:13:56,683 - INFO - AI: Lizard
2021-11-14 17:13:57,267 - INFO - Player: Spock
2021-11-14 17:13:57,268 - INFO - AI: Lizard
2021-11-14 17:13:57,862 - INFO - Player: Spock
2021-11-14 17:13:57,862 - INFO - AI: Scissors
2021-11-14 17:14:00,060 - INFO - Player: Spock
2021-11-14 17:14:00,060 - INFO - AI: Paper
2021-11-14 17:14:01,268 - INFO - Player: Spock
2021-11-14 17:14:01,268 - INFO - AI: Spock
2021-11-14 17:14:02,349 - INFO - Player: Spock
2021-11-14 17:14:02,349 - INFO - AI: Scissors
2021-11-14 17:14:03,309 - INFO - Player: Spock
2021-11-14 17:14:03,309 - INFO - AI: Lizard
2021-11-14 17:14:05,725 - INFO - Player: Lizard
2021-11-14 17:14:05,725 - INFO - AI: Rock
2021-11-14 17:14:09,228 - INFO - Player: Scissors
2021-11-14 17:14:09,228 - INFO - AI: Lizard
2021-11-14 17:14:10,476 - INFO - Player: Lizard
2021-11-14 17:14:10,476 - INFO - AI: Spock
2021-11-14 17:14:10,971 - INFO - Player: Paper
2021-11-14 17:14:10,971 - INFO - AI: Paper
2021-11-14 17:14:12,964 - INFO - Player: Rock
2021-11-14 17:14:12,964 - INFO - AI: Scissors
2021-11-14 17:14:13,740 - INFO - Player: Spock
2021-11-14 17:14:13,740 - INFO - AI: Paper
2021-11-14 18:35:35,822 - INFO - Player: Rock, AI: Paper
2021-11-14 18:35:36,470 - INFO - Player: Paper, AI: Rock
2021-11-14 18:35:37,102 - INFO - Player: Paper, AI: Scissors
2021-11-14 18:35:37,718 - INFO - Player: Paper, AI: Lizard
2021-11-14 18:35:38,485 - INFO - Player: Scissors, AI: Lizard
2021-11-14 18:35:41,837 - INFO - Player: Lizard, AI: Rock
2021-11-14 18:35:42,494 - INFO - Player: Spock, AI: Spock
2021-11-14 18:36:21,500 - INFO - Player: Rock, AI: Lizard
2021-11-14 18:36:21,862 - INFO - Player: Paper, AI: Rock
2021-11-14 18:36:22,349 - INFO - Player: Paper, AI: Lizard
2021-11-14 18:37:41,702 - INFO - Player: Rock, AI: Scissors
2021-11-14 18:37:42,150 - INFO - Player: Paper, AI: Spock
2021-11-14 18:37:42,581 - INFO - Player: Paper, AI: Spock
2021-11-14 18:56:43,118 - INFO - Player: Rock, AI: Scissors
2021-11-14 18:56:45,095 - INFO - Player: Paper, AI: Scissors
2021-11-14 18:56:45,733 - INFO - Player: Scissors, AI: Scissors
2021-11-14 18:56:48,324 - INFO - Player: Rock, AI: Rock
2021-11-14 18:56:48,692 - INFO - Player: Paper, AI: Rock
2021-11-14 18:56:49,181 - INFO - Player: Paper, AI: Lizard
2021-11-14 18:56:50,078 - INFO - Player: Spock, AI: Lizard
2021-11-14 18:56:51,382 - INFO - Player: Paper, AI: Rock
2021-11-14 18:57:49,022 - INFO - Player: Scissors, AI: Lizard
2021-11-14 18:57:49,380 - INFO - Player: Paper, AI: Scissors
2021-11-14 18:57:50,190 - INFO - Player: Rock, AI: Spock
2021-11-14 18:57:50,734 - INFO - Player: Paper, AI: Spock
2021-11-14 18:58:38,733 - INFO - Player: Paper, AI: Rock
2021-11-14 18:58:39,373 - INFO - Player: Spock, AI: Scissors
2021-11-14 18:58:40,028 - INFO - Player: Paper, AI: Spock
2021-11-14 18:58:40,581 - INFO - Player: Scissors, AI: Rock
2021-11-14 18:58:41,708 - INFO - Player: Lizard, AI: Rock
2021-11-14 19:06:04,157 - INFO - Player: Rock, AI: Paper
2021-11-14 19:06:04,693 - INFO - Player: Paper, AI: Lizard
2021-11-14 19:06:05,503 - INFO - Player: Scissors, AI: Rock
2021-11-14 19:06:06,372 - INFO - Player: Lizard, AI: Lizard
2021-11-14 19:06:07,005 - INFO - Player: Paper, AI: Lizard
2021-11-14 19:06:07,820 - INFO - Player: Spock, AI: Spock
2021-11-14 19:06:09,045 - INFO - Player: Spock, AI: Scissors
2021-11-14 19:06:09,309 - INFO - Player: Spock, AI: Paper
2021-11-14 19:06:09,526 - INFO - Player: Spock, AI: Paper
2021-11-14 19:06:09,717 - INFO - Player: Spock, AI: Spock
2021-11-14 19:06:09,901 - INFO - Player: Spock, AI: Paper
2021-11-14 19:06:10,101 - INFO - Player: Spock, AI: Rock
2021-11-14 19:06:10,286 - INFO - Player: Spock, AI: Lizard
2021-11-14 19:06:10,527 - INFO - Player: Scissors, AI: Rock
2021-11-14 19:06:10,791 - INFO - Player: Scissors, AI: Paper
2021-11-14 19:06:11,134 - INFO - Player: Rock, AI: Spock
2021-11-14 19:06:14,892 - INFO - Player: Rock, AI: Lizard
2021-11-14 19:06:15,238 - INFO - Player: Paper, AI: Rock
2021-11-14 19:08:32,277 - INFO - Player: Rock, AI: Scissors
2021-11-14 19:08:32,983 - INFO - Player: Paper, AI: Rock
2021-11-14 19:26:54,261 - INFO - Player: Rock, AI: Rock
2021-11-14 19:26:54,822 - INFO - Player: Paper, AI: Scissors
2021-11-14 19:26:55,254 - INFO - Player: Paper, AI: Paper
2021-11-14 19:26:56,501 - INFO - Player: Spock, AI: Scissors
2021-11-14 19:27:33,678 - INFO - Player: Rock, AI: Paper
2021-11-14 19:27:34,101 - INFO - Player: Paper, AI: Paper
2021-11-14 19:27:35,429 - INFO - Player: Paper, AI: Spock
2021-11-14 19:27:35,997 - INFO - Player: Paper, AI: Spock
